grant_id,title,abstract,agency,stratum,human_parent_label
1121286,"Collaborative Research: Effects of Genetic Diversity, Epigenetic Change, and Root-associated Fungal Colonization on Trait Variation in the Foundation plant Spartina alterniflora","Issues as diverse as diagnosing human health problems and understanding organismal response to the environment rely on deciphering how DNA sequences are translated into important traits. This project focuses on salt marshes, important coastal habitats that benefit humans by supporting key fisheries and providing protection from large oceanic storms. It takes advantage of novel DNA sequencing approaches to examine how different strains of a critical salt marsh plant react to stressful environmental variation, and how responses to stress may be facilitated by interactions with an understudied stress-tolerant fungus. In addition to benefiting salt marshes, this type of understanding is critical for predicting response to changing environments, managing biodiversity, developing sustainable crops, and improving treatments for disease. The project will support the education and training of students at multiple levels, including undergraduate students from diverse and under-served populations. Additionally, the project will be led by three female investigators, serving as role models for women in science.

This research will examine the relationships among plant genetic and epigenetic diversity, root-associated fungi, and plant structural and physiological trait variation (morphology, nutrient content, salt tolerance) across an inundation gradient in the intertidal foundation plant species Spartina alterniflora. Specifically, the project combines genomic approaches with field surveys and experiments in the greenhouse and the field to address the following questions: (1) How are plant genetic and epigenetic variation, root-associated fungi, and plant structural and physiological traits related across an intertidal gradient?. (2) Does the presence and strain of root-associated fungi affect plant structural and physiological trait response to abiotic variables, and is this effect mediated by epigenetic change?. and (3) How are candidate genes or gene networks involved in the structural and physiological response to the biotic and abiotic environment, and are they epigenetically regulated? The work takes advantage of a novel reduced representation DNA sequencing epiGBS protocol with bisulphite treated DNA to measure genetic and epigenetic diversity in S. alterniflora. Additionally, next generation sequencing of fungal isolates will allow for documentation of the role of dark septate endophytes in the response of this critical foundation species to its dynamic salt marsh habitat.",National Science Foundation,NSF|abstract|assigned,Public & Behavioral Health
1125387,OUR RESEARCH OBJECTIVES ARE TO: 1) INTEGRATE LATERAL INFLOWS INTO A SWOT DISCHARGE ALGORITHM; 2) INTEGRATE LAKE/RESERVOIR DYNAMICS INTO A SWOT DISCHARGE ALGORITHM; 3) DEVELOP A SWOT MODELING APPLICATION FOR COMMUNITY SCALE WATER RESOURCES PLANNING/MANAGEM,OUR RESEARCH OBJECTIVES ARE TO: 1) INTEGRATE LATERAL INFLOWS INTO A SWOT DISCHARGE ALGORITHM. 2) INTEGRATE LAKE/RESERVOIR DYNAMICS INTO A SWOT DISCHARGE ALGORITHM. 3) DEVELOP A SWOT MODELING APPLICATION FOR COMMUNITY SCALE WATER RESOURCES PLANNING/MANAGEM,National Aeronautics and Space Administration,Other|abstract|noise,Environmental Science & Ecology
1129681,SCH: INT: Collaborative Research: Assistive Integrative Support Tool for Retinopathy of Prematurity,"Retinopathy of prematurity (ROP) is a leading cause of childhood visual loss worldwide, and the social burdens of infancy-acquired blindness are enormous. Early diagnosis is critically important for successful treatment, and can prevent most cases of blindness. However, lack of access to expert medical diagnosis and care, especially in rural areas, remains a growing healthcare challenge. In addition, clinical expertise in ROP is lacking, and medical professionals are struggling to meet the increasing need for ROP care. As point-of-care technologies for diagnosis and intervention are rapidly expanding, the potential ability to assess ROP severity from any location with an internet connection and a camera, even without immediate ophthalmologic consultation available, could significantly improve delivery of ROP care by identifying infants who are in most urgent need for referral and treatment. This would dramatically reduce the incidence of blindness without a proportionate increase in the need for human resources, which take many years to develop. 

This project develops a prototype assistive integrative support tool for ROP, featuring a modular design comprising: (a) image analysis, (b) information fusion of clinical, imaging, and diagnostic data, and (c) generative probabilistic and regression models with associated computationally efficient machine learning algorithms. The outcomes of the project include disease severity metrics and diagnostic estimates obtained through clinical evidence classifiers trained jointly over expert-generated labels. These labels consist of discrete diagnostic labels, as well as comparison outcomes of relative severity between pairs of images. Random process models for vessel tortuosity and diameter distributions over the retina, as well as patch-based vessel-free image analysis through the use of convolutional neural networks on the entire image, enhance and augment feature extraction. Moreover, incorporating severity comparison outcomes through novel hard and soft constraint methods force inferred severity to agree with ordinal information provided by experts and address inherent uncertainty in expert ground-truth labels. The above severity inference methods are evaluated and fine-tuned over a broad array of generative models, both through retrospective analysis, including cross-validation, longitudinal tests, and tests across multiple sites, as well as through prospective analysis, evaluating its real-world clinical impact.",National Science Foundation,NSF|abstract|noise,Public & Behavioral Health
1132045,"CRISP Type 2: Identification and Control of Uncertain, Highly Interdependent Processes Involving Humans with Applications to Resilient Emergency Health Response","The growing pace of urbanization, particularly along coasts, in conjunction with non-robust infrastructures with poorly understood interdependencies, will make major weather events, intensified by warming oceans and rising sea level, more likely to turn into disasters in the near future. Superstorm Sandy provided a particularly poignant example of this situation. This Critical Resilient Interdependent Infrastructure Systems and Processes (CRISP) Type 2 grant will pioneer a new approach to enable communities to withstand and bounce back quickly from hazards. This will be accomplished through a new paradigm of proactive resiliency through prediction, intervention and adaptation, as opposed to the current reactive cycle of discovery, recovery and redesign. A unique feature of the this research is the integration of engineering (electrical, industrial, civil), computer science and social science strategies for achieving resilience over the short and long term. Education is proactively integrated into this project, starting with summer STEM courses for urban middle school students and continuing at the college level with a multi-disciplinary program that uses the central metaphor of resilient communities to link a full range of distinct subjects. This approach will help broaden participation of underrepresented groups in research and substantially transform engineering and social sciences education.

This research seeks to develop a comprehensive framework for designing and operating resilient communities by modeling them as partially engineered networked cyber-physical-human systems. The ultimate goal is to develop a synthesis framework for such systems, capable of guaranteeing minimum levels of performance and rapid recovery of functionality in the face of disruptions. This goal will be accomplished by recasting the problem in the context of data-driven identification and control of processes represented by dynamical graphical models, where both the nodes and interconnecting edges are dynamical systems that encapsulate the cyber-physical and human aspects of the problem. The approach allows for treating all aspects of the problem in a unified way, leveraging recent advances in optimization, networked control and agent based modeling to obtain scalable, computationally tractable solutions. Salient features of this framework include the integration of agent based modeling of human responses into a chance constrained optimization framework that identifies strategies to optimize resilience, the use of data driven models to extract actionable information from extremely large data sets, and purposeful manipulation of system-wide components, enabled by novel fuse-based design techniques. The resulting framework will be tested using a scenario involving four systems critical to maintaining minimum levels of emergency medicine: power, communications, critical goods supply chain and built environment.",National Science Foundation,NSF|abstract|assigned,Environmental Science & Ecology
1142321,Interspecies interactions among oral Streptococci: ecology through air,"?    DESCRIPTION (provided by applicant):  The bacteria of the oral microbiome form complex multispecies assemblages where species both compete and synergize to colonize each niche in the mouth. In our preliminary research, we discovered a novel aspect of microbial interactions among strains of oral Streptococci via gaseous/volatile compounds produced by some strains. In standard competition experiments these interactions blend with those mediated by diffusible compounds, confuse the picture, often missed, and remain understudied. We show that these interactions are strong and common among Streptococci. Here we will screen a collection of known and novel Streptococci to identify strains interacting via volatile compounds, and determine the nature of these compounds. The novelty of the project is in investigating the nature of previously overlooked or understudied aspects of Streptococcus ecology. This is important because the interactions we will study may influence which strains are able to establish themselves within the oral biofilm, ultimately impacting whether or not the community becomes infectious or remains benign.",National Institutes of Health,NIH|abstract|assigned,Biomedical Sciences
1143092,Summer School: Big Data and Statistics for Bench Scientists,"PROJECT SUMMARY Northeastern University requests funds for a Summer School, entitled Big Data and Statistics for Bench Scientists. The target audience for the School are graduate and post-graduate life scientists, who work primarily in wet lab, and who generate large datasets. Unlike other educational efforts that emphasize genomic applications, this School targets scientists working with other experimental technologies. Mass spectrometry-based proteomics and metabolomics are our main focus, however the School is also appropriate for scientists working with other assays, e.g. nuclear magnetic resonance spectroscopy (NMR), protein arrays, etc. This large community has been traditionally under-served by educational efforts in computation and statistics. This proposal aims to fill this void. The Summer School is motivated by the feedback from smaller short courses previously co-organized or co- instructed by the PI, and will cover theoretical and practical aspects of design and analysis of large-scale experimental datasets. The Summer School will have a modular format, with 8 20-hour modules scheduled in 2 parallel tracks during 2 consecutive weeks. Each module can be taken independently. The planned modules are (1) Processing raw mass spectrometric data from proteomic experiments using Skyline, (2) Begnner's R, (3) Processing raw mass spectrometric data from metabolomic experiments using OpenMS, (4) Intermediate R, (5) Beginner's guide to statistical experimental design and group comparison, (6) Specialized statistical methods for detecting differentially abundant proteins and metabolites, (7) Statistical methods for discovery of biomarkers of disease, and (8) Introduction to systems biology and data integration. Each module will introduce the necessary statistical and computational methodology, and contain extensive practical hands-on sessions. Each module will be organized by instructors with extensive interdisciplinary teaching experience, and supported by several teaching assistants. We anticipate the participation of 104 scientists, each taking on average 2 modules. Funding is requested for three yearly offerings of the School, and includes funds to provide US participants with 62 travel fellowships per year, and 156 registration fee wavers per module. All the course materials, including videos of the lectures and of the practical sessions, will be publicly available free of charge.",National Institutes of Health,NIH|abstract|noise,"Workforce Development & Institutional Partnerships"
1146776,Systems Biology and Gene Networks,"ABSTRACT
The primary role of Core A – “Systems Biology and Gene Networks” — is to explore in a predictive fashion the
molecular and network-based similarities and differences between asthma and COPD. Networks provide
frameworks for deriving information from a set of relationships among entities in the program project. We aim
to develop tools to identify the disease modules for asthma and COPD, and the molecular relationships
between them. The work will initially rely on the data already collected by the PPG investigators, leading to a
first round of mechanistic predictions. These predictions will drive the design of subsequent experimental work
and data collection, iteratively improving the Core's predictive power. Core A has two specific aims: Aim 1:
Construct the network infrastructure to predict the disease module relying on data collected by the
PPG Projects and Cores. The goal is to develop and improve on the existing tools to identify the disease
module for asthma and COPD, and to offer an initial set of experimentally testable predictions. Aim 2:
Iteratively enhance the predictive value of the disease module by overlaying data collected by the PPG
Projects and Cores. We plan to explore the network-based relationships between asthma and COPD by
identifying common pathways, genes and potentially common disease mechanisms. Core A will apply network
analysis support at different levels: (1) selection and prioritization of the variants and genes associated with
airflow obstruction from Project 1; (2) integrating different levels of genomics and transcriptomics data
associated with asthma and COPD with the molecular interaction networks (interactome) from Project 2; and
(3) identifying and interpreting epigenetic changes (methylation and miRNA) associated with asthma and
COPD from Project 3 by integration with protein interactome models. The networks of interactions will serve
as a scaffold for information to extract global and local graph theory properties to inform about the initial seed
gene choices and about the different “omics” data in Projects 1, 2 and 3.",National Institutes of Health - SubAward,NIH|abstract|noise,Biomedical Sciences
1152380,Social Isolation and Retention in Care among Older Adults Living with HIV/AIDS (SOLO Study),"Project Abstract
The goals of the proposed study are to examine one possible pathway of how social isolation affects important
self-management behaviors such as adherence to routine HIV care appointments (i.e., retention in care), and
to develop an understanding of unique factors associated with perceived isolation in older persons living with
HIV (PLWH). More than 50% of the US HIV population is projected to be over 50 years of age by 2017.
Transformation of HIV infection from an acute infection to a chronic condition associated with multi-morbidities
requires lifelong surveillance and disease management. Retention in care is important for improving general
health and managing emerging morbidities as well as the now-chronic HIV infection. Effective management of
chronic conditions requires adequate social support, yet studies have shown that older PLWH are socially
isolated and have reduced support. Social isolation manifests in two forms—social connectedness and
perceived isolation— yet studies in HIV aging have focused mainly on the indicators of social
disconnectedness. Perceived isolation, colloquially referred to as loneliness, is highly prevalent among
seronegative older adults and is an emerging concern expressed by older PLWH. Although perceived isolation
has been linked to numerous health outcomes through diminished emotion regulation and poor health
behaviors in seronegative adults, no study has examined factors related to and outcomes of perceived
isolation among older PLWH. The aims of this study are to assess the potential mediating effect of emotion
regulation in the association between social isolation (social disconnectedness and perceived isolation) and
retention in care, and to assess the relationship of demographic factors, HIV-stigma, HIV disclosure status,
functional status, and social disconnectedness to perceived social isolation in older PLWH. An exploratory aim
will examine how these aims may differ by race or gender to gain some preliminary understanding of possible
subgroup differences. A total of 140 PLWH who are 50 years old or older will be recruited from outpatient HIV
clinics in Atlanta, GA. Descriptive, correlation, regression analysis, and path analysis will be used to statistically
analyze the aims. Completion of the proposed study is a first-step towards understanding the impact of social
isolation on health, developing targeted interventions to reduce perceived isolation and promote retention in
care, and improving health outcomes in this ever-growing population.",National Institutes of Health,NIH|abstract|assigned,Public & Behavioral Health
1168098,I-Corps: Optimized Content Delivery Networks,"The broader impact/commercial potential of this I-Corps project includes the commercialization of content delivery technology which enables a new generation of video streaming services and emerging services such as virtual reality, as well as accelerated web performance, media delivery, and cloud networking services.  This commercialization is expected to dramatically decrease bandwidth usage and operating cost for network operators.  It is expected to have direct and long-term impact on network architectures for content delivery and cloud computing applications.  It will also impact the training of graduate students in the areas of technology transition, intellectual property management, business development, and marketing.

This I-Corps project is expected to significantly advance the state of the art in algorithms and protocols which optimally use bandwidth and storage to improve content delivery performance in reducing user delay and decreasing bandwidth costs, in a scalable, distributed, and adaptive manner. Unlike most current solutions, the algorithms used here are optimized for multi-hop, multiple-data-source network settings.  When properly deployed, they will enable the delivery of a new generation of data-rich content and cloud computing services.",National Science Foundation,NSF|abstract|noise,"Computing, Networking & Robotic Systems"
1168704,I-Corps: Miniaturized ultra-sensitive ion detectors for radiation sensing and monitoring,"The broader impact/commercial potential of this I-Corps project primarily involves the development of a more robust nuclear/radiation security and safety infrastructure that enables government and law enforcement agencies to lower the risk of nuclear terrorism or radiation exposure. A successful implementation of the project will provide better screening and detection tools embedded into a real-time radiation-monitoring safety and security network. This will improve the protection and monitoring capabilities that range from building-scale stand-alone sensor networks (impacting nuclear power plants and hospitals) all the way to city-scale sensor grids for border protection and Smart City integrations. Commercial potentials are also expected in several other directions such as mass spectrometry, power-grid monitoring, automotive engine tuning and emissions testing, and small payload space applications.

This I-Corps project will explore the commercial viability of a low-cost, high-sensitivity, scalable, networkable and disruptive new ion sensing technology for nuclear security and radiation safety applications. The technology exploits certain novel physical properties of advanced nanomaterials which renders them with unprecedented sensitivity down to single-ion detection. The sensors are able to operate over a wide range of doses, perform equally well in air or under vacuum, and can clearly distinguish between positively and negatively charged ions, which are critical for most radiation-detection applications. Considering size, weight, power-consumption, performance and cost parameters, this technology is well-poised to be an extremely attractive alternative to many current ionizing radiation detection approaches.",National Science Foundation,NSF|abstract|noise,Materials Science & Structural/Civil Engineering
